Date,Region,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
7/1/2012,Jeollanam-do,1373,8.55,1266,7.9,365,2.3,682,4.2,107,0.7
7/1/2012,Seoul,7840,9.19,3180,3.7,1751,2.1,5278,6.2,4660,5.5
7/1/2012,Ulsan,972,10.12,351,3.7,250,2.6,616,6.4,621,6.5
7/1/2012,Whole country,40127,9.41,20446,4.8,10158,2.4,24417,5.7,19681,4.6
8/1/2012,Busan,2489,8.39,1566,5.3,622,2.1,1496,5,923,3.1
8/1/2012,Chungcheongbuk-do,1313,9.99,809,6.2,293,2.2,683,5.2,504,3.8
8/1/2012,Chungcheongnam-do,1677,9.86,1092,6.4,375,2.2,922,5.4,585,3.4
8/1/2012,Daegu,1871,8.89,942,4.5,404,1.9,1093,5.2,929,4.4
8/1/2012,Daejeon,1250,9.77,515,4,281,2.2,715,5.6,735,5.7
8/1/2012,Gangwon-do,1060,8.21,878,6.8,305,2.4,561,4.3,182,1.4
8/1/2012,Gwangju,1215,9.84,579,4.7,268,2.2,672,5.4,636,5.1
8/1/2012,Gyeonggi-do,10795,10.69,4148,4.1,2514,2.5,5960,5.9,6647,6.6
8/1/2012,Gyeongsangbuk-do,2055,9.06,1539,6.8,503,2.2,1113,4.9,516,2.3
8/1/2012,Gyeongsangnam-do,2793,10.02,1528,5.5,669,2.4,1490,5.3,1265,4.5
8/1/2012,Incheon,2385,10.07,1092,4.6,602,2.5,1364,5.8,1293,5.5
8/1/2012,Jeju,483,9.9,256,5.2,143,2.9,228,4.7,227,4.7
8/1/2012,Jeollabuk-do,1400,8.88,1049,6.7,318,2,720,4.6,351,2.2
8/1/2012,Jeollanam-do,1435,8.94,1241,7.7,342,2.1,679,4.2,194,1.2
8/1/2012,Sejong,92,10.44,66,7.5,22,2.5,58,6.6,26,3
8/1/2012,Seoul,8089,9.49,3502,4.1,1818,2.1,5395,6.3,4587,5.4
8/1/2012,Ulsan,1053,10.96,376,3.9,202,2.1,568,5.9,677,7
8/1/2012,Whole country,41455,9.72,21178,5,9970,2.3,24358,5.7,20277,4.8
9/1/2012,Busan,2491,8.68,1627,5.7,620,2.2,1081,3.8,864,3
9/1/2012,Chungcheongbuk-do,1285,10.1,817,6.4,288,2.3,564,4.4,468,3.7
9/1/2012,Chungcheongnam-do,1745,10.59,1017,6.2,399,2.4,749,4.5,728,4.4
9/1/2012,Daegu,1860,9.13,943,4.6,412,2,710,3.5,917,4.5
9/1/2012,Daejeon,1320,10.66,507,4.1,216,1.7,522,4.2,813,6.6
9/1/2012,Gangwon-do,1121,8.97,836,6.7,265,2.1,465,3.7,285,2.3
9/1/2012,Gwangju,1264,10.57,545,4.6,198,1.7,489,4.1,719,6
9/1/2012,Gyeonggi-do,10941,11.18,3864,3.9,2215,2.3,4755,4.9,7077,7.2
9/1/2012,Gyeongsangbuk-do,2076,9.46,1536,7,441,2,798,3.6,540,2.5
9/1/2012,Gyeongsangnam-do,2844,10.54,1598,5.9,606,2.2,1022,3.8,1246,4.6
9/1/2012,Incheon,2420,10.54,977,4.3,586,2.6,1103,4.8,1443,6.3
9/1/2012,Jeju,497,10.51,284,6,114,2.4,189,4,213,4.5
9/1/2012,Jeollabuk-do,1321,8.66,1004,6.6,308,2,524,3.4,317,2.1
9/1/2012,Jeollanam-do,1444,9.29,1282,8.3,351,2.3,563,3.6,162,1
9/1/2012,Sejong,89,10.2,69,7.9,23,2.6,39,4.5,20,2.3
9/1/2012,Seoul,7938,9.62,3102,3.8,1581,1.9,4252,5.2,4836,5.9
9/1/2012,Ulsan,1079,11.59,356,3.8,186,2,393,4.2,723,7.8
9/1/2012,Whole country,41735,10.1,20364,4.9,9137,2.2,18974,4.6,21371,5.2
10/1/2012,Busan,2543,8.58,1756,5.9,631,2.1,1615,5.4,787,2.7
10/1/2012,Chungcheongbuk-do,1352,10.27,909,6.9,302,2.3,728,5.5,443,3.4
10/1/2012,Chungcheongnam-do,1699,9.98,1258,7.4,398,2.3,1082,6.4,441,2.6
10/1/2012,Daegu,1856,8.81,1001,4.8,441,2.1,1091,5.2,855,4.1
10/1/2012,Daejeon,1283,10.02,582,4.5,255,2,809,6.3,701,5.5
10/1/2012,Gangwon-do,1074,8.32,964,7.5,325,2.5,734,5.7,110,0.9
10/1/2012,Gwangju,1262,10.21,577,4.7,260,2.1,658,5.3,685,5.5
10/1/2012,Gyeonggi-do,10790,10.66,4309,4.3,2644,2.6,6801,6.7,6481,6.4
10/1/2012,Gyeongsangbuk-do,2079,9.17,1775,7.8,487,2.1,1187,5.2,304,1.3
10/1/2012,Gyeongsangnam-do,2919,10.46,1751,6.3,657,2.4,1578,5.7,1168,4.2
10/1/2012,Incheon,2461,10.36,1075,4.5,562,2.4,1548,6.5,1386,5.8
10/1/2012,Jeju,497,10.16,258,5.3,125,2.6,244,5,239,4.9
10/1/2012,Jeollabuk-do,1414,8.97,1168,7.4,321,2,756,4.8,246,1.6
10/1/2012,Jeollanam-do,1461,9.1,1515,9.4,386,2.4,762,4.7,-54,-0.3
10/1/2012,Sejong,101,11.04,71,7.8,15,1.6,49,5.4,30,3.3
10/1/2012,Seoul,8017,9.41,3564,4.2,1658,1.9,6211,7.3,4453,5.2
10/1/2012,Ulsan,1081,11.23,376,3.9,212,2.2,617,6.4,705,7.3
10/1/2012,Whole country,41889,9.81,22909,5.4,9972,2.3,27120,6.4,18980,4.4
11/1/2012,Busan,2333,8.14,1659,5.8,658,2.3,1930,6.7,674,2.4
11/1/2012,Chungcheongbuk-do,1152,9.04,880,6.9,314,2.5,889,7,272,2.1
11/1/2012,Chungcheongnam-do,1633,9.9,1163,7.1,395,2.4,1251,7.6,470,2.8
11/1/2012,Daegu,1731,8.49,1021,5,424,2.1,1233,6.1,710,3.5
11/1/2012,Daejeon,1265,10.21,564,4.6,239,1.9,904,7.3,701,5.7
11/1/2012,Gangwon-do,962,7.7,916,7.3,314,2.5,758,6.1,46,0.4
11/1/2012,Gwangju,1093,9.13,560,4.7,239,2,766,6.4,533,4.5
11/1/2012,Gyeonggi-do,9702,9.9,4171,4.3,2484,2.5,7464,7.6,5531,5.6
11/1/2012,Gyeongsangbuk-do,1953,8.9,1729,7.9,424,1.9,1447,6.6,224,1
11/1/2012,Gyeongsangnam-do,2681,9.93,1745,6.5,643,2.4,1838,6.8,936,3.5
11/1/2012,Incheon,2227,9.68,1094,4.8,628,2.7,1674,7.3,1133,4.9
11/1/2012,Jeju,486,10.26,238,5,124,2.6,325,6.9,248,5.2
11/1/2012,Jeollabuk-do,1322,8.67,1164,7.6,349,2.3,925,6.1,158,1
11/1/2012,Jeollanam-do,1412,9.09,1330,8.6,330,2.1,887,5.7,82,0.5
11/1/2012,Sejong,86,9.57,73,8.1,15,1.7,55,6.1,13,1.4
11/1/2012,Seoul,7518,9.13,3328,4,1765,2.1,6686,8.1,4190,5.1
11/1/2012,Ulsan,1023,10.96,380,4.1,240,2.6,821,8.8,643,6.9
11/1/2012,Whole country,38579,9.33,22015,5.3,9915,2.4,30499,7.4,16564,4
12/1/2012,Busan,1984,6.7,1845,6.2,584,2,2303,7.8,139,0.5
12/1/2012,Chungcheongbuk-do,1017,7.72,918,7,283,2.1,1088,8.3,99,0.8
12/1/2012,Chungcheongnam-do,1437,8.42,1228,7.2,380,2.2,1383,8.1,209,1.2
12/1/2012,Daegu,1413,6.71,1071,5.1,373,1.8,1487,7.1,342,1.6
12/1/2012,Daejeon,1128,8.8,583,4.5,214,1.7,1136,8.9,545,4.3
12/1/2012,Gangwon-do,874,6.77,955,7.4,282,2.2,909,7,-81,-0.6
12/1/2012,Gwangju,966,7.81,619,5,260,2.1,1003,8.1,347,2.8
12/1/2012,Gyeonggi-do,8965,8.84,4357,4.3,2176,2.1,9293,9.2,4608,4.5
12/1/2012,Gyeongsangbuk-do,1811,7.98,1745,7.7,423,1.9,1687,7.4,66,0.3
12/1/2012,Gyeongsangnam-do,2299,8.23,1818,6.5,628,2.2,2321,8.3,481,1.7
12/1/2012,Incheon,2001,8.4,1119,4.7,592,2.5,2031,8.5,882,3.7
12/1/2012,Jeju,477,9.73,280,5.7,96,2,321,6.5,197,4
12/1/2012,Jeollabuk-do,1074,6.81,1162,7.4,283,1.8,1103,7,-88,-0.6
12/1/2012,Jeollanam-do,1174,7.31,1451,9,308,1.9,1087,6.8,-277,-1.7
12/1/2012,Sejong,108,11.46,70,7.4,16,1.7,84,8.9,38,4
12/1/2012,Seoul,6731,7.92,3647,4.3,1612,1.9,8654,10.2,3084,3.6
12/1/2012,Ulsan,852,8.83,366,3.8,182,1.9,874,9.1,486,5
12/1/2012,Whole country,34311,8.03,23234,5.4,8901,2.1,37330,8.7,11077,2.6
1/1/2013,Busan,2528,8.51,1781,6,593,2,1961,6.6,747,2.5
1/1/2013,Chungcheongbuk-do,1337,10.12,899,6.8,288,2.2,854,6.5,438,3.3
1/1/2013,Chungcheongnam-do,1949,11.39,1194,7,401,2.3,1113,6.5,755,4.4
1/1/2013,Daegu,1971,9.34,1160,5.5,387,1.8,1308,6.2,811,3.8
1/1/2013,Daejeon,1424,11.08,587,4.6,222,1.7,900,7,837,6.5
1/1/2013,Gangwon-do,1102,8.51,958,7.4,302,2.3,701,5.4,144,1.1
1/1/2013,Gwangju,1303,10.51,631,5.1,236,1.9,870,7,672,5.4
1/1/2013,Gyeonggi-do,11335,11.13,4643,4.6,2382,2.3,6578,6.5,6692,6.6
1/1/2013,Gyeongsangbuk-do,2240,9.84,1839,8.1,410,1.8,1458,6.4,401,1.8
1/1/2013,Gyeongsangnam-do,3044,10.87,1843,6.6,601,2.1,1921,6.9,1201,4.3
1/1/2013,Incheon,2539,10.62,1082,4.5,588,2.5,1586,6.6,1457,6.1
1/1/2013,Jeju,527,10.71,311,6.3,138,2.8,344,7,216,4.4
1/1/2013,Jeollabuk-do,1557,9.85,1178,7.5,313,2,946,6,379,2.4
1/1/2013,Jeollanam-do,1616,10.04,1497,9.3,344,2.1,967,6,119,0.7
1/1/2013,Sejong,114,11.92,84,8.8,28,2.9,64,6.7,30,3.1
1/1/2013,Seoul,8530,10.01,3830,4.5,1643,1.9,5909,6.9,4700,5.5
1/1/2013,Ulsan,1131,11.68,413,4.3,244,2.5,720,7.4,718,7.4
1/1/2013,Whole country,44247,10.32,23930,5.6,9371,2.2,28811,6.7,20317,4.7
2/1/2013,Busan,2109,7.86,1653,6.2,551,2.1,1579,5.9,456,1.7
2/1/2013,Chungcheongbuk-do,1155,9.68,788,6.6,287,2.4,718,6,367,3.1
2/1/2013,Chungcheongnam-do,1601,10.35,1159,7.5,370,2.4,867,5.6,442,2.9
2/1/2013,Daegu,1664,8.73,1077,5.7,331,1.7,1062,5.6,587,3.1
2/1/2013,Daejeon,1206,10.38,506,4.4,266,2.3,651,5.6,700,6
2/1/2013,Gangwon-do,858,7.34,887,7.6,256,2.2,539,4.6,-29,-0.2
2/1/2013,Gwangju,1049,9.36,622,5.5,200,1.8,596,5.3,427,3.8
2/1/2013,Gyeonggi-do,9445,10.25,4069,4.4,2081,2.3,5803,6.3,5376,5.8
2/1/2013,Gyeongsangbuk-do,1874,9.12,1704,8.3,410,2,1145,5.6,170,0.8
2/1/2013,Gyeongsangnam-do,2448,9.68,1732,6.8,561,2.2,1600,6.3,716,2.8
2/1/2013,Incheon,2182,10.09,1044,4.8,526,2.4,1309,6.1,1138,5.3
2/1/2013,Jeju,424,9.53,299,6.7,101,2.3,295,6.6,125,2.8
2/1/2013,Jeollabuk-do,1190,8.34,1056,7.4,290,2,758,5.3,134,0.9
2/1/2013,Jeollanam-do,1361,9.37,1381,9.5,287,2,768,5.3,-20,-0.1
2/1/2013,Sejong,104,11.92,59,6.8,20,2.3,53,6.1,45,5.2
2/1/2013,Seoul,7045,9.15,3464,4.5,1455,1.9,5225,6.8,3581,4.7
2/1/2013,Ulsan,930,10.62,403,4.6,224,2.6,597,6.8,527,6
2/1/2013,Whole country,36645,9.46,21903,5.7,8447,2.2,24060,6.2,14742,3.8
3/1/2013,Busan,2277,7.66,1848,6.2,585,2,1481,5,429,1.4
3/1/2013,Chungcheongbuk-do,1219,9.23,945,7.2,275,2.1,687,5.2,274,2.1
3/1/2013,Chungcheongnam-do,1632,9.52,1209,7.1,355,2.1,878,5.1,423,2.5
3/1/2013,Daegu,1679,7.96,1167,5.5,327,1.5,936,4.4,512,2.4
3/1/2013,Daejeon,1201,9.33,597,4.6,251,1.9,735,5.7,604,4.7
3/1/2013,Gangwon-do,991,7.66,989,7.6,265,2,606,4.7,2,0
3/1/2013,Gwangju,1151,9.27,652,5.3,199,1.6,669,5.4,499,4
3/1/2013,Gyeonggi-do,10117,9.91,4592,4.5,2025,2,5618,5.5,5525,5.4
3/1/2013,Gyeongsangbuk-do,1958,8.61,1826,8,372,1.6,1224,5.4,132,0.6
3/1/2013,Gyeongsangnam-do,2515,8.98,1853,6.6,539,1.9,1485,5.3,662,2.4
3/1/2013,Incheon,2300,9.59,1172,4.9,542,2.3,1355,5.7,1128,4.7
3/1/2013,Jeju,457,9.26,321,6.5,85,1.7,303,6.1,136,2.8
3/1/2013,Jeollabuk-do,1313,8.31,1227,7.8,374,2.4,665,4.2,86,0.5
3/1/2013,Jeollanam-do,1346,8.37,1490,9.3,314,2,737,4.6,-144,-0.9
3/1/2013,Sejong,88,9.03,91,9.3,14,1.4,60,6.2,-3,-0.3
3/1/2013,Seoul,7316,8.58,3809,4.5,1567,1.8,4870,5.7,3507,4.1
3/1/2013,Ulsan,980,10.1,433,4.5,183,1.9,576,5.9,547,5.6
3/1/2013,Whole country,38540,8.98,24221,5.6,8528,2,23574,5.5,14319,3.3
4/1/2013,Busan,2185,7.6,1633,5.7,559,1.9,1481,5.2,552,1.9
4/1/2013,Chungcheongbuk-do,1173,9.17,932,7.3,316,2.5,677,5.3,241,1.9
4/1/2013,Chungcheongnam-do,1555,9.37,1148,6.9,395,2.4,1059,6.4,407,2.5
4/1/2013,Daegu,1694,8.3,1014,5,397,1.9,939,4.6,680,3.3
4/1/2013,Daejeon,1209,9.7,576,4.6,249,2,764,6.1,633,5.1
4/1/2013,Gangwon-do,928,7.41,899,7.2,294,2.3,650,5.2,29,0.2
4/1/2013,Gwangju,1106,9.21,573,4.8,235,2,644,5.4,533,4.4
4/1/2013,Gyeonggi-do,9310,9.41,4283,4.3,2346,2.4,5924,6,5027,5.1
4/1/2013,Gyeongsangbuk-do,1822,8.28,1792,8.1,404,1.8,1159,5.3,30,0.1
4/1/2013,Gyeongsangnam-do,2496,9.21,1616,6,605,2.2,1428,5.3,880,3.2
4/1/2013,Incheon,2096,9.03,1128,4.9,605,2.6,1329,5.7,968,4.2
4/1/2013,Jeju,443,9.26,284,5.9,106,2.2,308,6.4,159,3.3
4/1/2013,Jeollabuk-do,1233,8.07,1091,7.1,281,1.8,777,5.1,142,0.9
4/1/2013,Jeollanam-do,1277,8.21,1401,9,346,2.2,808,5.2,-124,-0.8
4/1/2013,Sejong,78,8.23,66,7,21,2.2,55,5.8,12,1.3
4/1/2013,Seoul,7162,8.69,3417,4.1,1561,1.9,5080,6.2,3745,4.5
4/1/2013,Ulsan,971,10.33,406,4.3,200,2.1,578,6.2,565,6
4/1/2013,Whole country,36738,8.85,22259,5.4,9197,2.2,24381,5.9,14479,3.5
5/1/2013,Busan,2084,7.02,1685,5.7,652,2.2,1931,6.5,399,1.3
5/1/2013,Chungcheongbuk-do,1064,8.05,898,6.8,323,2.4,876,6.6,166,1.3
5/1/2013,Chungcheongnam-do,1500,8.73,1171,6.8,431,2.5,1281,7.5,329,1.9
5/1/2013,Daegu,1611,7.64,970,4.6,413,2,1303,6.2,641,3
5/1/2013,Daejeon,1131,8.78,596,4.6,265,2.1,862,6.7,535,4.2
5/1/2013,Gangwon-do,879,6.79,845,6.5,334,2.6,766,5.9,34,0.3
5/1/2013,Gwangju,1055,8.5,562,4.5,252,2,895,7.2,493,4
5/1/2013,Gyeonggi-do,9237,9.03,4286,4.2,2517,2.5,7427,7.3,4951,4.8
5/1/2013,Gyeongsangbuk-do,1868,8.21,1627,7.2,492,2.2,1479,6.5,241,1.1
5/1/2013,Gyeongsangnam-do,2414,8.62,1597,5.7,636,2.3,1988,7.1,817,2.9
5/1/2013,Incheon,2045,8.51,1045,4.3,685,2.9,1666,6.9,1000,4.2
5/1/2013,Jeju,404,8.16,282,5.7,137,2.8,369,7.5,122,2.5
5/1/2013,Jeollabuk-do,1249,7.91,1099,7,391,2.5,938,5.9,150,0.9
5/1/2013,Jeollanam-do,1222,7.6,1357,8.4,377,2.3,965,6,-135,-0.8
5/1/2013,Sejong,86,8.75,63,6.4,24,2.4,66,6.7,23,2.3
5/1/2013,Seoul,6843,8.04,3469,4.1,1843,2.2,6580,7.7,3374,4
5/1/2013,Ulsan,934,9.61,394,4.1,204,2.1,762,7.8,540,5.6
5/1/2013,Whole country,35626,8.3,21946,5.1,10266,2.4,30836,7.2,13680,3.2
6/1/2013,Busan,1975,6.87,1528,5.3,589,2.1,1708,5.9,447,1.6
6/1/2013,Chungcheongbuk-do,1069,8.35,824,6.4,293,2.3,786,6.1,245,1.9
6/1/2013,Chungcheongnam-do,1394,8.38,1046,6.3,378,2.3,1034,6.2,348,2.1
6/1/2013,Daegu,1425,6.98,941,4.6,430,2.1,1123,5.5,484,2.4
6/1/2013,Daejeon,1098,8.8,510,4.1,214,1.7,768,6.2,588,4.7
6/1/2013,Gangwon-do,848,6.76,775,6.2,339,2.7,673,5.4,73,0.6
6/1/2013,Gwangju,1000,8.32,535,4.5,228,1.9,687,5.7,465,3.9
6/1/2013,Gyeonggi-do,8516,8.59,3924,4,2265,2.3,6398,6.5,4592,4.6
6/1/2013,Gyeongsangbuk-do,1634,7.42,1544,7,425,1.9,1309,5.9,90,0.4
6/1/2013,Gyeongsangnam-do,2242,8.27,1511,5.6,606,2.2,1537,5.7,731,2.7
6/1/2013,Incheon,1909,8.2,1112,4.8,565,2.4,1424,6.1,797,3.4
6/1/2013,Jeju,404,8.42,236,4.9,112,2.3,259,5.4,168,3.5
6/1/2013,Jeollabuk-do,1103,7.22,1008,6.6,307,2,805,5.3,95,0.6
6/1/2013,Jeollanam-do,1156,7.43,1205,7.7,305,2,840,5.4,-49,-0.3
6/1/2013,Sejong,86,9.02,60,6.3,21,2.2,68,7.1,26,2.7
6/1/2013,Seoul,6486,7.87,3159,3.8,1614,2,5498,6.7,3327,4
6/1/2013,Ulsan,809,8.6,378,4,226,2.4,625,6.6,431,4.6
6/1/2013,Whole country,33154,7.98,20296,4.9,9172,2.2,26215,6.3,12858,3.1
7/1/2013,Busan,2092,7.05,1526,5.1,704,2.4,1780,6,566,1.9
7/1/2013,Chungcheongbuk-do,1214,9.17,811,6.1,366,2.8,819,6.2,403,3
7/1/2013,Chungcheongnam-do,1589,9.24,1072,6.2,436,2.5,1033,6,517,3
7/1/2013,Daegu,1652,7.83,947,4.5,433,2.1,1270,6,705,3.3
7/1/2013,Daejeon,1186,9.19,496,3.8,275,2.1,808,6.3,690,5.3
7/1/2013,Gangwon-do,952,7.35,868,6.7,331,2.6,662,5.1,84,0.6
7/1/2013,Gwangju,1001,8.06,511,4.1,307,2.5,739,5.9,490,3.9
7/1/2013,Gyeonggi-do,9233,9.01,3972,3.9,2689,2.6,6402,6.2,5261,5.1
7/1/2013,Gyeongsangbuk-do,1897,8.34,1546,6.8,514,2.3,1309,5.8,351,1.5
7/1/2013,Gyeongsangnam-do,2456,8.76,1477,5.3,717,2.6,1639,5.8,979,3.5
7/1/2013,Incheon,2162,8.98,969,4,726,3,1577,6.6,1193,5
7/1/2013,Jeju,445,8.96,252,5.1,143,2.9,318,6.4,193,3.9
7/1/2013,Jeollabuk-do,1171,7.42,1011,6.4,352,2.2,816,5.2,160,1
7/1/2013,Jeollanam-do,1259,7.83,1273,7.9,370,2.3,818,5.1,-14,-0.1
7/1/2013,Sejong,102,10.33,55,5.6,10,1,60,6.1,47,4.8
7/1/2013,Seoul,6833,8.03,3324,3.9,1873,2.2,5846,6.9,3509,4.1
7/1/2013,Ulsan,944,9.7,409,4.2,244,2.5,641,6.6,535,5.5
7/1/2013,Whole country,36188,8.43,20519,4.8,10789,2.5,27256,6.3,15669,3.6
8/1/2013,Busan,2151,7.25,1608,5.4,695,2.3,1697,5.7,543,1.8
8/1/2013,Chungcheongbuk-do,1134,8.56,769,5.8,331,2.5,705,5.3,365,2.8
8/1/2013,Chungcheongnam-do,1573,9.14,1088,6.3,410,2.4,967,5.6,485,2.8
8/1/2013,Daegu,1590,7.54,1054,5,395,1.9,1016,4.8,536,2.5
8/1/2013,Daejeon,1203,9.32,551,4.3,243,1.9,753,5.8,652,5.1
8/1/2013,Gangwon-do,897,6.92,860,6.6,331,2.6,574,4.4,37,0.3
8/1/2013,Gwangju,1034,8.32,507,4.1,232,1.9,698,5.6,527,4.2
8/1/2013,Gyeonggi-do,9397,9.16,4103,4,2411,2.3,6183,6,5294,5.2
8/1/2013,Gyeongsangbuk-do,1823,8.01,1570,6.9,509,2.2,1188,5.2,253,1.1
8/1/2013,Gyeongsangnam-do,2410,8.59,1585,5.6,663,2.4,1593,5.7,825,2.9
8/1/2013,Incheon,2203,9.14,1062,4.4,592,2.5,1466,6.1,1141,4.7
8/1/2013,Jeju,438,8.81,248,5,114,2.3,219,4.4,190,3.8
8/1/2013,Jeollabuk-do,1166,7.38,1088,6.9,345,2.2,732,4.6,78,0.5
8/1/2013,Jeollanam-do,1322,8.23,1291,8,340,2.1,787,4.9,31,0.2
8/1/2013,Sejong,94,9.48,58,5.8,13,1.3,60,6.1,36,3.6
8/1/2013,Seoul,7031,8.28,3426,4,1726,2,5710,6.7,3605,4.2
8/1/2013,Ulsan,934,9.59,384,3.9,191,2,643,6.6,550,5.6
8/1/2013,Whole country,36400,8.47,21252,4.9,9827,2.3,25646,6,15148,3.5
9/1/2013,Busan,2299,8.01,1583,5.5,632,2.2,1151,4,716,2.5
9/1/2013,Chungcheongbuk-do,1148,8.95,805,6.3,265,2.1,568,4.4,343,2.7
9/1/2013,Chungcheongnam-do,1548,9.28,1087,6.5,411,2.5,698,4.2,461,2.8
9/1/2013,Daegu,1593,7.8,972,4.8,380,1.9,763,3.7,621,3
9/1/2013,Daejeon,1209,9.68,532,4.3,245,2,555,4.4,677,5.4
9/1/2013,Gangwon-do,893,7.12,902,7.2,289,2.3,487,3.9,-9,-0.1
9/1/2013,Gwangju,1088,9.04,509,4.2,261,2.2,508,4.2,579,4.8
9/1/2013,Gyeonggi-do,9498,9.55,4061,4.1,2428,2.4,4830,4.9,5437,5.5
9/1/2013,Gyeongsangbuk-do,1899,8.63,1553,7.1,429,1.9,831,3.8,346,1.6
9/1/2013,Gyeongsangnam-do,2506,9.23,1601,5.9,603,2.2,1114,4.1,905,3.3
9/1/2013,Incheon,2129,9.12,1067,4.6,581,2.5,1095,4.7,1062,4.5
9/1/2013,Jeju,497,10.31,244,5.1,117,2.4,205,4.3,253,5.2
9/1/2013,Jeollabuk-do,1255,8.21,1113,7.3,360,2.4,545,3.6,142,0.9
9/1/2013,Jeollanam-do,1333,8.57,1315,8.5,307,2,592,3.8,18,0.1
9/1/2013,Sejong,115,11.94,57,5.9,18,1.9,41,4.3,58,6
9/1/2013,Seoul,7056,8.58,3371,4.1,1591,1.9,4188,5.1,3685,4.5
9/1/2013,Ulsan,997,10.57,379,4,192,2,455,4.8,618,6.6
9/1/2013,Whole country,37063,8.91,21151,5.1,9371,2.3,19236,4.6,15912,3.8
10/1/2013,Busan,2226,7.51,1678,5.7,690,2.3,1669,5.6,548,1.8
10/1/2013,Chungcheongbuk-do,1081,8.15,934,7,362,2.7,758,5.7,147,1.1
10/1/2013,Chungcheongnam-do,1529,8.87,1194,6.9,438,2.5,1047,6.1,335,1.9
10/1/2013,Daegu,1677,7.95,1036,4.9,478,2.3,1121,5.3,641,3
10/1/2013,Daejeon,1192,9.23,600,4.6,265,2.1,799,6.2,592,4.6
10/1/2013,Gangwon-do,923,7.12,918,7.1,340,2.6,684,5.3,5,0
10/1/2013,Gwangju,1011,8.13,604,4.9,244,2,738,5.9,407,3.3
10/1/2013,Gyeonggi-do,9020,8.77,4295,4.2,2771,2.7,6538,6.4,4725,4.6
10/1/2013,Gyeongsangbuk-do,1860,8.17,1710,7.5,500,2.2,1263,5.6,150,0.7
10/1/2013,Gyeongsangnam-do,2488,8.86,1715,6.1,652,2.3,1695,6,773,2.8
10/1/2013,Incheon,2144,8.88,1109,4.6,610,2.5,1561,6.5,1035,4.3
10/1/2013,Jeju,454,9.1,272,5.5,157,3.1,348,7,182,3.6
10/1/2013,Jeollabuk-do,1212,7.67,1219,7.7,409,2.6,807,5.1,-7,0
10/1/2013,Jeollanam-do,1259,7.83,1300,8.1,371,2.3,819,5.1,-41,-0.3
10/1/2013,Sejong,88,8.81,68,6.8,30,3,65,6.5,20,2
10/1/2013,Seoul,6945,8.17,3655,4.3,1787,2.1,5805,6.8,3290,3.9
10/1/2013,Ulsan,946,9.7,411,4.2,212,2.2,644,6.6,535,5.5
10/1/2013,Whole country,36055,8.38,22718,5.3,10590,2.5,27081,6.3,13337,3.1
11/1/2013,Busan,2020,7.04,1744,6.1,571,2,1853,6.5,276,1
11/1/2013,Chungcheongbuk-do,1102,8.59,879,6.8,313,2.4,773,6,223,1.7
11/1/2013,Chungcheongnam-do,1379,8.25,1268,7.6,385,2.3,1061,6.4,111,0.7
11/1/2013,Daegu,1387,6.79,1044,5.1,395,1.9,1221,6,343,1.7
11/1/2013,Daejeon,1067,8.53,548,4.4,253,2,911,7.3,519,4.1
11/1/2013,Gangwon-do,869,6.92,924,7.4,323,2.6,748,6,-55,-0.4
11/1/2013,Gwangju,984,8.17,593,4.9,250,2.1,796,6.6,391,3.2
11/1/2013,Gyeonggi-do,8647,8.68,4342,4.4,2401,2.4,6795,6.8,4305,4.3
11/1/2013,Gyeongsangbuk-do,1712,7.77,1750,7.9,475,2.2,1330,6,-38,-0.2
11/1/2013,Gyeongsangnam-do,2272,8.35,1633,6,618,2.3,1792,6.6,639,2.3
11/1/2013,Incheon,1972,8.43,1131,4.8,616,2.6,1623,6.9,841,3.6
11/1/2013,Jeju,446,9.23,253,5.2,128,2.6,295,6.1,193,4
11/1/2013,Jeollabuk-do,1059,6.93,1216,8,362,2.4,887,5.8,-157,-1
11/1/2013,Jeollanam-do,1208,7.77,1405,9,381,2.4,862,5.5,-197,-1.3
11/1/2013,Sejong,89,9.17,67,6.9,23,2.4,63,6.5,22,2.3
11/1/2013,Seoul,6718,8.17,3577,4.4,1755,2.1,6002,7.3,3141,3.8
11/1/2013,Ulsan,896,9.49,428,4.5,212,2.2,805,8.5,468,5
11/1/2013,Whole country,33827,8.13,22802,5.5,9742,2.3,28426,6.8,11025,2.6
12/1/2013,Busan,1885,6.36,1829,6.2,623,2.1,2443,8.2,56,0.2
12/1/2013,Chungcheongbuk-do,962,7.25,887,6.7,313,2.4,1086,8.2,75,0.6
12/1/2013,Chungcheongnam-do,1379,7.98,1218,7.1,410,2.4,1444,8.4,161,0.9
12/1/2013,Daegu,1397,6.63,1149,5.4,430,2,1539,7.3,248,1.2
12/1/2013,Daejeon,973,7.53,535,4.1,255,2,1115,8.6,438,3.4
12/1/2013,Gangwon-do,840,6.47,931,7.2,321,2.5,856,6.6,-91,-0.7
12/1/2013,Gwangju,947,7.62,592,4.8,280,2.3,980,7.9,355,2.9
12/1/2013,Gyeonggi-do,8374,8.13,4389,4.3,2417,2.3,9153,8.9,3985,3.9
12/1/2013,Gyeongsangbuk-do,1619,7.11,1784,7.8,470,2.1,1726,7.6,-165,-0.7
