Case_Year,Case Number,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2024,40055,01/18/2024 02:29:00 AM,Queens,,11,111,Vehicle,Preliminary Investigation Only,Other
2024,30062,01/18/2024 05:12:00 AM,Brooklyn,,1,94,Vehicle,Preliminary Investigation Only,Other
2024,30063,01/18/2024 05:56:00 AM,Brooklyn,43,13,60,MD Residential Structure,Incendiary,Incendiary
2024,20065,01/18/2024 12:31:00 PM,Bronx,,12,47,MD Residential Structure,Power Strip,Electrical
2024,10037,01/18/2024 12:39:00 PM,Manhattan,,8,19,Vehicle,Preliminary Investigation Only,Other
2024,30064,01/18/2024 03:46:00 PM,Brooklyn,44,16,73,MD Residential Structure,Candle,Open Flame
2024,40056,01/18/2024 04:47:00 PM,Queens,,8,107,PD Residential Structure,Electrical Wiring,Electrical
2024,30065,01/18/2024 06:05:00 PM,Brooklyn,,3,81,,Preliminary Investigation Only,Other
2024,10038,01/18/2024 06:12:00 PM,Manhattan,6,5,13,Vehicle,Preliminary Investigation Only,Other
2024,40057,01/18/2024 06:17:00 PM,Queens,46,5,104,Vehicle,Preliminary Investigation Only,Other
2024,40058,01/18/2024 07:24:00 PM,Queens,,11,111,PD Residential Structure,Hot Embers,Hot Objects
2024,77025,01/19/2024 06:03:00 AM,Brooklyn,41,14,70,MD Residential Structure,Other - No Fire,No Fire
2024,40059,01/19/2024 11:03:00 AM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,20066,01/19/2024 11:25:00 AM,Bronx,27,7,52,MD Residential Structure,Portable Heater - Electric,Heaters
2024,30066,01/19/2024 12:20:00 PM,Brooklyn,33,14,70,Vehicle,Preliminary Investigation Only,Other
2024,30067,01/19/2024 04:15:00 PM,Brooklyn,44,16,73,MD Residential Structure,Incense,Hot Objects
2024,40060,01/19/2024 04:23:00 PM,Queens,54,12,113,PD Residential Structure,Incendiary - Attempted Suicide,Incendiary
2024,20067,01/19/2024 05:03:00 PM,Bronx,18,6,48,MD Residential Structure,Electrical Wiring,Electrical
2024,30068,01/19/2024 07:44:00 PM,Brooklyn,57,8,78,,Preliminary Investigation Only,Other
2024,30069,01/19/2024 07:52:00 PM,Brooklyn,57,3,79,Manhole,Preliminary Investigation Only,Other
2024,30070,01/19/2024 08:59:00 PM,Brooklyn,38,17,67,MD Residential Structure,Stove/Cooking - Electric,Cooking
2024,10039,01/19/2024 11:43:00 PM,Manhattan,,5,5,Vehicle,Preliminary Investigation Only,Other
2024,30071,01/20/2024 12:49:00 AM,Brooklyn,44,16,73,MD Residential Structure,Appliance Cord,Electrical
2024,30072,01/20/2024 01:34:00 AM,Brooklyn,31,1,90,Vehicle,Preliminary Investigation Only,Other
2024,40061,01/20/2024 01:51:00 AM,Queens,53,8,107,Vehicle,Preliminary Investigation Only,Other
2024,20068,01/20/2024 08:08:00 AM,Bronx,,8,50,MD Residential Structure,Preliminary Investigation Only,Other
2024,50010,01/20/2024 10:20:00 AM,Staten Island,,1,121,Vehicle,Preliminary Investigation Only,Other
2024,10040,01/20/2024 11:34:00 AM,Manhattan,,9,26,MD Residential Structure,Incendiary,Incendiary
2024,30073,01/20/2024 01:07:00 PM,Brooklyn,,16,73,PD Residential Structure,Electrical Wiring,Electrical
2024,30074,01/20/2024 01:19:00 PM,Brooklyn,,13,60,MD Residential Structure,Stove/Cooking - Other,Cooking
2024,30075,01/20/2024 02:31:00 PM,Brooklyn,,10,62,Vehicle,Preliminary Investigation Only,Other
2024,50011,01/20/2024 04:43:00 PM,Staten Island,23,3,123,PD Residential Structure,Matches/Lighter,Open Flame
2024,50012,01/20/2024 05:10:00 PM,Staten Island,,2,122,Vehicle,Vehicle Wiring,Electrical
2024,10041,01/20/2024 05:54:00 PM,Manhattan,,6,13,MD Residential Structure,Food on the Stove,Cooking
2024,10042,01/20/2024 06:19:00 PM,Manhattan,,12,34,Garage/Shed,Portable Heater,Heaters
2024,30076,01/20/2024 11:27:00 PM,Brooklyn,,4,83,MD Residential Structure,Service,Electrical
2024,20069,01/21/2024 01:14:00 AM,Bronx,,10,45,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,40062,01/21/2024 01:42:00 AM,Queens,53,13,105,PD Residential Structure,Electrical Wiring,Electrical
2024,20070,01/21/2024 04:38:00 AM,Bronx,,1,40,MD Residential Structure,Matches/Lighter,Open Flame
2024,40063,01/21/2024 11:24:00 AM,Queens,,1,114,Vehicle,Preliminary Investigation Only,Other
2024,30077,01/21/2024 11:31:00 AM,Brooklyn,,14,70,MD Residential Structure,Clothes Dryer,Appliances
2024,40064,01/21/2024 12:39:00 PM,Queens,,12,113,Commercial Structure,Electrical Wiring,Electrical
2024,10043,01/21/2024 01:22:00 PM,Manhattan,4,3,7,Vehicle,Preliminary Investigation Only,Other
2024,50013,01/21/2024 01:52:00 PM,Staten Island,,2,121,Vehicle,Preliminary Investigation Only,Other
2024,40065,01/21/2024 03:17:00 PM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,30078,01/21/2024 06:22:00 PM,Brooklyn,38,8,77,MD Residential Structure,Electrical Wiring,Electrical
2024,30079,01/21/2024 07:03:00 PM,Brooklyn,,16,73,MD Residential Structure,Incendiary,Incendiary
2024,10044,01/21/2024 07:25:00 PM,Manhattan,,9,30,MD Residential Structure,Food on the Stove,Cooking
2024,30080,01/21/2024 07:32:00 PM,Brooklyn,51,5,75,MD Residential Structure,Chimney/Flues,Hot Objects
2024,30081,01/21/2024 10:37:00 PM,Brooklyn,,15,61,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20071,01/21/2024 10:43:00 PM,Bronx,18,9,43,Vehicle,Preliminary Investigation Only,Other
2024,20072,01/21/2024 10:57:00 PM,Bronx,,2,41,Vehicle,Preliminary Investigation Only,Other
2024,20073,01/22/2024 12:50:00 AM,Bronx,,5,46,Vehicle,Other - No Fire,No Fire
2024,40066,01/22/2024 02:38:00 AM,Queens,,14,100,MD Residential Structure,Heaters - Other,Heaters
2024,77026,01/22/2024 04:21:00 AM,Brooklyn,32,2,84,Group Home,Incendiary,Incendiary
2024,40067,01/22/2024 07:37:00 AM,Queens,50,12,113,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20074,01/22/2024 08:16:00 AM,Bronx,15,7,52,Vehicle,Incendiary,Incendiary
2024,20079,01/22/2024 08:35:00 AM,Bronx,,5,44,Vehicle,Preliminary Investigation Only,Other
2024,40068,01/22/2024 12:37:00 PM,Queens,,13,113,Vehicle,Preliminary Investigation Only,Other
2024,40069,01/22/2024 01:11:00 PM,Queens,50,9,102,PD Residential Structure,Electrical Wiring,Electrical
2024,10045,01/22/2024 02:00:00 PM,Manhattan,4,3,7,Other,Electrical Wiring,Electrical
2024,40070,01/22/2024 03:45:00 PM,Queens,46,5,104,Vehicle,Preliminary Investigation Only,Other
2024,40071,01/22/2024 04:42:00 PM,Queens,45,5,104,PD Residential Structure,Electrical Wiring,Electrical
2024,30082,01/22/2024 04:53:00 PM,Brooklyn,28,4,83,MD Residential Structure,Hot Embers,Hot Objects
2024,40072,01/22/2024 05:11:00 PM,Queens,50,12,103,Commercial Structure,Incendiary,Incendiary
2024,30083,01/22/2024 05:31:00 PM,Brooklyn,42,11,62,MD Residential Structure,Incendiary,Incendiary
2024,30084,01/22/2024 06:38:00 PM,Brooklyn,40,10,68,Other,Smoking (Cigarette/Cigar),Smoking
2024,40073,01/22/2024 08:05:00 PM,Queens,50,12,113,PD Residential Structure,Permanent Heater - Gas,Heaters
2024,30085,01/22/2024 09:35:00 PM,Brooklyn,28,1,94,Vehicle,Incendiary,Incendiary
2024,10046,01/22/2024 09:38:00 PM,Manhattan,16,10,32,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20075,01/22/2024 09:59:00 PM,Bronx,3,9,43,MD Residential Structure,Extension Cord,Electrical
2024,40074,01/22/2024 10:01:00 PM,Queens,45,1,114,Vehicle,Other - No Fire,No Fire
2024,40075,01/22/2024 10:25:00 PM,Queens,50,12,103,MD Residential Structure,Electrical Wiring,Electrical
2024,30086,01/22/2024 10:28:00 PM,Brooklyn,44,16,73,MD Residential Structure,Electrical Wiring,Electrical
2024,10047,01/23/2024 01:43:00 AM,Manhattan,9,5,18,Outside Rubbish,Incendiary,Incendiary
2024,20077,01/23/2024 08:25:00 AM,Bronx,,10,45,Vehicle,Preliminary Investigation Only,Other
2024,30087,01/23/2024 08:34:00 AM,Brooklyn,,16,73,MD Residential Structure,Electrical Wiring,Electrical
2024,20078,01/23/2024 09:33:00 AM,Bronx,14,1,40,Vehicle,Lithium Ion Battery,Electrical
2024,40076,01/23/2024 09:53:00 AM,Queens,,7,109,Vehicle,Preliminary Investigation Only,Other
2024,30088,01/23/2024 10:52:00 AM,Brooklyn,38,17,67,MD Residential Structure,Electrical Wiring,Electrical
2024,77027,01/23/2024 12:22:00 PM,Manhattan,9,5,18,Sidewalk,Lithium Ion Battery,Electrical
2024,30089,01/23/2024 12:54:00 PM,Brooklyn,,17,67,Garage/Shed,Portable Heater - Propane,Heaters
2024,30090,01/23/2024 02:20:00 PM,Brooklyn,31,2,84,Vehicle,Preliminary Investigation Only,Other
2024,40077,01/23/2024 02:21:00 PM,Queens,,6,112,MD Residential Structure,Incendiary,Incendiary
2024,40078,01/23/2024 03:46:00 PM,Queens,51,10,106,PD Residential Structure,Hot Embers,Hot Objects
2024,50014,01/23/2024 05:16:00 PM,Staten Island,21,1,120,MD Residential Structure,Preliminary Investigation Only,Other
2024,20080,01/23/2024 05:17:00 PM,Bronx,,11,49,MD Residential Structure,Other - Open Flame,Open Flame
2024,40079,01/23/2024 05:41:00 PM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,10048,01/23/2024 07:18:00 PM,Manhattan,11,7,24,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,30093,01/23/2024 09:08:00 PM,Brooklyn,,10,62,Vehicle,Preliminary Investigation Only,Other
2024,30091,01/23/2024 09:13:00 PM,Brooklyn,,18,63,MD Residential Structure,Incense,Hot Objects
2024,30092,01/23/2024 09:53:00 PM,Brooklyn,43,13,60,Vehicle,Incendiary,Incendiary
2024,40080,01/24/2024 07:44:00 AM,Queens,,13,105,Vehicle,Preliminary Investigation Only,Other
2024,40081,01/24/2024 08:33:00 AM,Queens,,10,106,Vehicle,Incendiary,Incendiary
2024,50015,01/24/2024 09:35:00 AM,Staten Island,22,1,121,MD Residential Structure,Electrical Wiring,Electrical
2024,40082,01/24/2024 10:29:00 AM,Queens,,7,109,Vehicle,Preliminary Investigation Only,Other
2024,30095,01/24/2024 11:24:00 AM,Brooklyn,,6,76,No Fire,Preliminary Investigation Only,Other
2024,30094,01/24/2024 11:24:00 AM,Brooklyn,,6,76,No Fire,Preliminary Investigation Only,Other
2024,20081,01/24/2024 12:41:00 PM,Bronx,,9,43,MD Residential Structure,Incense,Hot Objects
2024,40083,01/24/2024 01:06:00 PM,Queens,,7,109,Vehicle,Preliminary Investigation Only,Other
2024,20082,01/24/2024 02:39:00 PM,Bronx,27,8,50,Public Structure,Incendiary,Incendiary
2024,40084,01/24/2024 04:43:00 PM,Queens,,1,114,Commercial Structure,Incendiary - Reckless Use of Open Flame,Incendiary
2024,40085,01/24/2024 06:37:00 PM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,20083,01/24/2024 07:54:00 PM,Bronx,,5,46,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
2024,30096,01/24/2024 11:24:00 PM,Brooklyn,,1,90,MD Residential Structure,Preliminary Investigation Only,Other
2024,30097,01/25/2024 07:01:00 AM,Brooklyn,,8,77,Vehicle,Preliminary Investigation Only,Other
2024,70003,01/25/2024 08:00:00 AM,Brooklyn,31,2,84,Other,SIU Investigation,Other
2024,40086,01/25/2024 10:26:00 AM,Queens,53,7,109,Vehicle,Preliminary Investigation Only,Other
2024,77028,01/25/2024 02:00:00 PM,Bronx,15,12,47,Other,Other - No Fire,No Fire
2024,30098,01/25/2024 03:33:00 PM,Brooklyn,,6,72,Vehicle,Preliminary Investigation Only,Other
2024,40087,01/25/2024 03:38:00 PM,Queens,,1,115,Vehicle,Preliminary Investigation Only,Other
2024,40088,01/25/2024 05:16:00 PM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,30099,01/25/2024 05:51:00 PM,Brooklyn,43,13,60,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,10049,01/25/2024 06:49:00 PM,Manhattan,12,11,25,,Preliminary Investigation Only,Other
2024,30100,01/25/2024 07:04:00 PM,Brooklyn,35,1,90,MD Residential Structure,Incendiary,Incendiary
2024,10050,01/25/2024 07:06:00 PM,Manhattan,10,8,19,Vehicle,Preliminary Investigation Only,Other
2024,40089,01/25/2024 07:50:00 PM,Queens,47,14,101,Vehicle,Preliminary Investigation Only,Other
2024,20084,01/25/2024 08:14:00 PM,Bronx,15,12,47,PD Residential Structure,Lithium Ion Battery,Electrical
2024,30101,01/25/2024 08:20:00 PM,Brooklyn,57,3,79,MFA,MFA,No Fire
2024,50016,01/25/2024 08:58:00 PM,Staten Island,22,1,120,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,40090,01/25/2024 09:08:00 PM,Queens,52,7,109,,Preliminary Investigation Only,Other
2024,50017,01/25/2024 09:19:00 PM,Staten Island,21,2,122,Vehicle,Preliminary Investigation Only,Other
2024,10051,01/25/2024 10:38:00 PM,Manhattan,1,1,1,MD Residential Structure,Other - Electrical,Electrical
2024,40091,01/26/2024 12:04:00 AM,Queens,,7,109,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,30102,01/26/2024 01:09:00 AM,Brooklyn,58,17,67,Vehicle,Electrical Wiring,Electrical
2024,30103,01/26/2024 01:19:00 AM,Brooklyn,44,16,73,MFA,MFA,No Fire
2024,10052,01/26/2024 08:55:00 AM,Manhattan,,11,25,MD Residential Structure,Appliance Cord,Electrical
2024,10053,01/26/2024 10:26:00 AM,Manhattan,,10,32,Religious Structure,Motors - Fossil Fuel Powered,Motors
2024,40092,01/26/2024 10:37:00 AM,Queens,,14,101,MD Residential Structure,Electrical Wiring,Electrical
2024,10054,01/26/2024 11:08:00 AM,Manhattan,,5,18,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2024,40093,01/26/2024 01:05:00 PM,Queens,,7,109,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,30104,01/26/2024 03:55:00 PM,Brooklyn,,2,84,Vehicle,Lithium Ion Battery,Electrical
2024,20085,01/26/2024 04:57:00 PM,Bronx,,10,45,MD Residential Structure,Clothes Dryer,Appliances
2024,10055,01/26/2024 05:37:00 PM,Manhattan,,1,1,Vehicle,Preliminary Investigation Only,Other
2024,30105,01/26/2024 06:05:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,40094,01/26/2024 07:43:00 PM,Queens,,7,109,Vehicle,Motors - Electric,Motors
2024,20086,01/26/2024 10:10:00 PM,Bronx,,10,45,Vehicle,Preliminary Investigation Only,Other
2024,30106,01/27/2024 12:15:00 AM,Brooklyn,,11,62,Vehicle,Preliminary Investigation Only,Other
2024,30107,01/27/2024 12:36:00 AM,Brooklyn,,16,73,MFA,MFA,No Fire
2024,40095,01/27/2024 03:24:00 AM,Queens,50,12,103,Vehicle,Preliminary Investigation Only,Other
2024,50018,01/27/2024 04:06:00 AM,Staten Island,,2,122,PD Residential Structure,Incendiary - Fireworks,Incendiary
2024,77029,01/27/2024 04:33:00 AM,Manhattan,10,8,19,Outside Rubbish,Incendiary,Incendiary
2024,30108,01/27/2024 09:42:00 AM,Brooklyn,,10,68,Other,Incendiary - Attempted Arson,Incendiary
2024,20087,01/27/2024 11:53:00 AM,Bronx,,3,42,MD Residential Structure,Incendiary,Incendiary
2024,20088,01/27/2024 12:34:00 PM,Bronx,,8,50,Public Structure,Incendiary,Incendiary
2024,20089,01/27/2024 02:15:00 PM,Bronx,,3,42,Vehicle,Preliminary Investigation Only,Other
2024,20090,01/27/2024 02:20:00 PM,Bronx,,4,44,MD Residential Structure,Lithium Ion Battery,Electrical
2024,30109,01/27/2024 06:12:00 PM,Brooklyn,,8,78,Vehicle,Preliminary Investigation Only,Other
2024,40097,01/27/2024 06:17:00 PM,Queens,,12,113,Vehicle,Other - Hot Objects,Hot Objects
2024,10056,01/27/2024 06:41:00 PM,Manhattan,,1,1,School,Clothes Dryer - Natural Gas,Appliances
2024,50019,01/27/2024 06:42:00 PM,Staten Island,,3,122,PD Residential Structure,Electrical Wiring,Electrical
2024,40098,01/27/2024 07:27:00 PM,Queens,,12,103,PD Residential Structure,Portable Heater - Electric,Heaters
2024,30110,01/27/2024 08:13:00 PM,Brooklyn,,1,90,Vehicle,Incendiary,Incendiary
2024,30111,01/27/2024 08:33:00 PM,Brooklyn,57,3,79,MFA,MFA,No Fire
2024,77030,01/27/2024 08:56:00 PM,Bronx,3,2,41,Commercial Structure,Incendiary,Incendiary
2024,10057,01/27/2024 11:16:00 PM,Manhattan,,8,19,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,40099,01/28/2024 02:54:00 AM,Queens,,2,108,Vehicle,Preliminary Investigation Only,Other
2024,10058,01/28/2024 03:13:00 AM,Manhattan,,12,34,MD Residential Structure,Incendiary,Incendiary
2024,10059,01/28/2024 03:27:00 AM,Manhattan,,1,1,Vehicle,Preliminary Investigation Only,Other
2024,20091,01/28/2024 03:33:00 AM,Bronx,,10,45,Outside Rubbish,Incendiary,Incendiary
2024,50020,01/28/2024 07:11:00 AM,Staten Island,21,2,122,MD Residential Structure,Child Playing w/ Other Open Flame,Open Flame
2024,77031,01/28/2024 08:51:00 AM,Queens,51,10,106,PD Residential Structure,Lithium Ion Battery,Electrical
2024,40100,01/28/2024 10:03:00 AM,Queens,,3,115,Commercial Structure,Transformer,Electrical
2024,40101,01/28/2024 11:45:00 AM,Queens,47,14,101,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,40102,01/28/2024 03:47:00 PM,Queens,,12,113,PD Residential Structure,Incendiary,Incendiary
2024,30114,01/28/2024 03:58:00 PM,Brooklyn,57,3,79,MFA,MFA,No Fire
2024,40103,01/28/2024 04:00:00 PM,Queens,,5,104,Commercial Structure,Electrical Wiring,Electrical
2024,10060,01/28/2024 06:53:00 PM,Manhattan,,3,7,MD Residential Structure,Electrical Wiring,Electrical
2024,30112,01/28/2024 07:22:00 PM,Brooklyn,,12,66,MD Residential Structure,Other - Ignitable Liquid/Gas,Ignitable
2024,30113,01/28/2024 07:30:00 PM,Brooklyn,,15,61,Vehicle,Preliminary Investigation Only,Other
2024,30115,01/28/2024 08:12:00 PM,Brooklyn,,12,66,Vehicle,Preliminary Investigation Only,Other
2024,30121,01/29/2024 12:57:00 AM,Brooklyn,44,16,73,MFA,MFA,No Fire
2024,30116,01/29/2024 05:25:00 AM,Brooklyn,,17,67,Vehicle,Preliminary Investigation Only,Other
2024,30117,01/29/2024 07:07:00 AM,Brooklyn,,14,70,MD Residential Structure,Portable Heater - Electric,Heaters
2024,20092,01/29/2024 08:35:00 AM,Bronx,,12,45,Vehicle,Preliminary Investigation Only,Other
2024,20093,01/29/2024 12:33:00 PM,Bronx,,7,46,Vehicle,Preliminary Investigation Only,Other
2024,40104,01/29/2024 05:01:00 PM,Queens,,1,114,Vehicle,Preliminary Investigation Only,Other
2024,10061,01/29/2024 05:04:00 PM,Manhattan,,10,32,MD Residential Structure,Incendiary,Incendiary
2024,40105,01/29/2024 06:29:00 PM,Queens,51,10,106,Vehicle,Preliminary Investigation Only,Other
2024,40106,01/29/2024 09:52:00 PM,Queens,,9,102,Vehicle,Preliminary Investigation Only,Other
2024,40108,01/29/2024 11:05:00 PM,Queens,45,2,108,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
2024,40107,01/29/2024 11:16:00 PM,Queens,,12,103,MD Residential Structure,Incendiary,Incendiary
2024,30118,01/30/2024 02:03:00 AM,Brooklyn,,13,60,Vehicle,Incendiary,Incendiary
2024,30119,01/30/2024 08:00:00 AM,Brooklyn,39,5,75,Vehicle,Preliminary Investigation Only,Other
2024,40111,01/30/2024 09:46:00 AM,Queens,53,7,109,Vehicle,Other - Open Flame,Open Flame
2024,10062,01/30/2024 09:52:00 AM,Manhattan,7,4,10,MD Residential Structure,Electrical Wiring,Electrical
2024,40110,01/30/2024 10:12:00 AM,Queens,52,8,107,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
2024,40112,01/30/2024 04:13:00 PM,Queens,50,8,107,MFA,MFA,No Fire
2024,30120,01/30/2024 07:43:00 PM,Brooklyn,38,9,71,Vehicle,Preliminary Investigation Only,Other
2024,10063,01/30/2024 09:36:00 PM,Manhattan,4,3,7,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40113,01/30/2024 10:49:00 PM,Queens,50,6,112,PD Residential Structure,Hot Embers,Hot Objects
2024,10064,01/30/2024 10:55:00 PM,Manhattan,,10,32,Vehicle,Preliminary Investigation Only,Other
2024,20094,01/31/2024 01:22:00 AM,Bronx,3,9,43,Outside Rubbish,Incendiary,Incendiary
2024,77034,01/31/2024 02:55:00 AM,Brooklyn,41,17,67,Vehicle,Incendiary - Attempted Arson,Incendiary
2024,20095,01/31/2024 03:12:00 AM,Bronx,26,2,41,Vehicle,Preliminary Investigation Only,Other
2024,20096,01/31/2024 06:35:00 AM,Bronx,27,12,47,MD Residential Structure,Lithium Ion Battery,Electrical
2024,40114,01/31/2024 06:51:00 AM,Queens,50,12,103,Vehicle,Preliminary Investigation Only,Other
2024,40115,01/31/2024 08:07:00 AM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,10065,01/31/2024 10:05:00 AM,Manhattan,,7,24,Vehicle,Preliminary Investigation Only,Other
2024,20098,01/31/2024 06:20:00 PM,Bronx,,6,48,PD Residential Structure,Torch - Legal Use of,Open Flame
2024,30122,01/31/2024 07:22:00 PM,Brooklyn,,16,73,MD Residential Structure,Candle,Open Flame
2024,77033,01/31/2024 07:33:00 PM,Brooklyn,38,9,77,Vehicle,Incendiary - Explosives,Incendiary
2024,20099,01/31/2024 08:15:00 PM,Bronx,,1,40,MD Residential Structure,Incendiary,Incendiary
2024,40116,01/31/2024 09:08:00 PM,Queens,,7,109,Vehicle,Preliminary Investigation Only,Other
2024,20100,02/01/2024 03:05:00 AM,Bronx,,4,44,MD Residential Structure,Candle,Open Flame
2024,20101,02/01/2024 05:16:00 AM,Bronx,,7,52,MD Residential Structure,Ignitable Liquid-Polyurethane/Varnish/PaintThinner,Ignitable
2024,20102,02/01/2024 05:58:00 AM,Bronx,,9,43,MD Residential Structure,Incendiary,Incendiary
2024,30123,02/01/2024 09:56:00 AM,Brooklyn,,7,72,PD Residential Structure,Electrical Wiring,Electrical
2024,40117,02/01/2024 02:27:00 PM,Queens,,9,102,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,77035,02/01/2024 10:45:00 PM,Manhattan,2,2,1,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2024,20103,02/02/2024 12:36:00 AM,Bronx,,3,42,MD Residential Structure,Incendiary,Incendiary
2024,20104,02/02/2024 01:12:00 AM,Bronx,,3,42,Vehicle,Lithium Ion Battery,Electrical
2024,40118,02/02/2024 02:50:00 AM,Queens,,12,113,PD Residential Structure,Permanent Heater - Electric,Heaters
2024,30125,02/02/2024 03:09:00 AM,Brooklyn,,18,63,Vehicle,Vehicle Wiring,Electrical
2024,20105,02/02/2024 05:13:00 AM,Bronx,26,3,42,Vehicle,Rekindle,Other
2024,30126,02/02/2024 09:31:00 AM,Brooklyn,,2,88,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,20106,02/02/2024 09:37:00 AM,Bronx,,4,44,MD Residential Structure,Other - Electrical,Electrical
2024,50021,02/02/2024 09:59:00 AM,Staten Island,,1,120,Garage/Shed,Incendiary,Incendiary
2024,50022,02/02/2024 10:14:00 AM,Staten Island,23,3,123,Vehicle,Preliminary Investigation Only,Other
2024,40119,02/02/2024 11:22:00 AM,Queens,,2,114,Vehicle,Other - Ignitable Liquid/Gas,Ignitable
2024,40120,02/02/2024 12:04:00 PM,Queens,,4,110,MD Residential Structure,Hard Wire Outlet,Electrical
2024,30127,02/02/2024 12:09:00 PM,Brooklyn,,12,66,No Fire,Other - No Fire,No Fire
2024,30128,02/02/2024 02:36:00 PM,Brooklyn,,18,69,PD Residential Structure,Electrical Wiring,Electrical
2024,30129,02/02/2024 07:42:00 PM,Brooklyn,,1,90,MD Residential Structure,Torch - Legal Use of,Open Flame
2024,10067,02/02/2024 10:53:00 PM,Manhattan,,12,34,MD Residential Structure,Candle,Open Flame
2024,10068,02/03/2024 01:43:00 AM,Manhattan,,3,9,Vehicle,Smoking (Cigarette/Cigar),Smoking
2024,30130,02/03/2024 03:55:00 AM,Brooklyn,,16,73,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,40121,02/03/2024 07:14:00 AM,Queens,52,7,109,Vehicle,Preliminary Investigation Only,Other
2024,30131,02/03/2024 07:50:00 AM,Brooklyn,35,1,94,Commercial Structure,Other - Liquid,Ignitable
2024,40122,02/03/2024 07:56:00 AM,Queens,47,14,101,Vehicle,Preliminary Investigation Only,Other
2024,10069,02/03/2024 10:12:00 AM,Manhattan,,12,34,Vehicle,Preliminary Investigation Only,Other
2024,40123,02/03/2024 11:11:00 AM,Queens,54,12,113,Garage/Shed,Barbecue - Propane,Cooking
2024,10070,02/03/2024 11:54:00 AM,Manhattan,16,9,30,Commercial Structure,Stove/Cooking - Fryer,Cooking
2024,10071,02/03/2024 06:03:00 PM,Manhattan,11,10,32,MD Residential Structure,Incendiary,Incendiary
2024,30132,02/03/2024 09:14:00 PM,Brooklyn,39,5,75,MD Residential Structure,Matches/Lighter,Open Flame
2024,50023,02/04/2024 12:52:00 AM,Staten Island,23,3,123,PD Residential Structure,Incendiary,Incendiary
2024,30133,02/04/2024 01:34:00 AM,Brooklyn,43,11,62,Vehicle,Preliminary Investigation Only,Other
2024,40125,02/04/2024 04:55:00 AM,Queens,49,3,115,MD Residential Structure,Incendiary,Incendiary
2024,40126,02/04/2024 08:30:00 AM,Queens,,5,104,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30134,02/04/2024 09:20:00 AM,Brooklyn,37,3,81,MD Residential Structure,Incendiary,Incendiary
2024,40127,02/04/2024 09:41:00 AM,Queens,,9,102,Garage/Shed,Electrical Wiring,Electrical
2024,40128,02/04/2024 10:06:00 AM,Queens,51,9,102,Vehicle,Preliminary Investigation Only,Other
2024,40130,02/04/2024 02:00:00 PM,Queens,,11,105,MD Residential Structure,Incendiary,Incendiary
2024,20107,02/04/2024 02:40:00 PM,Bronx,,3,42,MD Residential Structure,Incendiary,Incendiary
2024,30135,02/04/2024 03:24:00 PM,Brooklyn,58,17,67,Vehicle,Preliminary Investigation Only,Other
2024,30136,02/04/2024 04:02:00 PM,Brooklyn,32,6,76,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40131,02/04/2024 04:12:00 PM,Queens,,8,107,PD Residential Structure,Lithium Ion Battery,Electrical
2024,20108,02/04/2024 06:33:00 PM,Bronx,,6,48,Commercial Structure,Incendiary - Reckless Use of Open Flame,Incendiary
2024,40132,02/04/2024 07:05:00 PM,Queens,,12,103,Vehicle,Preliminary Investigation Only,Other
2024,10072,02/04/2024 07:06:00 PM,Manhattan,,8,19,MD Residential Structure,Stove  - Natural Gas,Appliances
2024,30137,02/04/2024 07:31:00 PM,Brooklyn,44,4,83,Commercial Structure,Incendiary,Incendiary
